,id,work_exp(in years),skill1,skill2
1963,756,8,Executive,Data Analytics
1964,757,6,Machine Learning,Data Analytics
1965,758,4,Machine Learning,Data Analytics
1967,759,8,Executive,Data Analytics
1970,760,0,Data Science,Artificial Intelligence
1971,761,3,Data Science,Data Analytics
1972,762,0,Data Science,Artificial Intelligence
1976,763,7,Data Science,Data Analytics
1979,764,2,Data Science,Data Analytics
1982,765,1,Data Science,Data Analytics
1983,766,7,Data Science,Data Analytics
1987,767,6,Machine Learning,Hadoop-Apache
1988,768,10,Engineer,Data Analytics
1991,769,5,Data Science,Deep Learning
1993,770,2,Data Science,Management
1998,771,8,Machine Learning,Data Analytics
1999,772,1,Data Science,Data Analytics
2001,773,2,Machine Learning,Data Analytics
2012,774,5,Machine Learning,Data Analytics
2013,775,7,Data Science,Deep Learning
2015,776,7,Data Science,Data Analytics
2016,777,6,Data Science,Data Analytics
2017,778,5,Management,Data Analytics
2020,779,4,Executive,Management
2021,780,3,Data Science,Management
2022,781,4,Management,Research
2023,782,8,Artificial intelligence,Data Analytics
2026,783,10,Data Science,Artificial Intelligence
2029,784,2,Research,Data Analytics
2030,785,9,Data Science,Data Analytics
2032,786,2,Data Science,Data Analytics
2033,787,1,Data Science,Data Analytics
2034,788,6,Data Science,Data engineer
2036,789,4,Data Science,science and numerics
2037,790,8,Marketing,Data Analytics
2038,791,1,Statistics,Hadoop-Apache
2039,792,3,Machine Learning,management
2041,793,4,Machine Learning,Data Analytics
2043,794,3,DBMS,Data engineer
2044,795,10,Machine Learning,Data Analytics
2050,796,5,Data Science,Data Analytics
2051,797,7,Management,Data Analytics
2053,798,1,Statistics,management
2057,799,2,Research,Artificial Intelligence
2059,800,8,Data Science,Management
2061,801,2,Machine Learning,Data Analytics
2064,802,3,Data Science,Data Analytics
2065,803,10,Data Science,Data Analytics
2066,804,4,PowerBI,science and numerics
2070,805,5,Data Science,Artificial Intelligence
2074,806,9,Machine Learning,Artificial Intelligence
2077,807,0,Data Science,Data Analytics
2078,808,9,Data Science,Data Analytics
2080,809,1,Data Science,Data Analytics
2081,810,0,Statistics,Data Analytics
2083,811,9,Data Science,Data Analytics
2085,812,6,Data Science,science and numerics
2086,813,6,Machine Learning,management
2089,814,8,Data Science,Data Analytics
2090,815,0,Artificial intelligence,Management
2092,816,7,Data Science,Artificial Intelligence
2094,817,2,Statistics,Data Analytics
2097,818,0,PowerBI,Data Analytics
2100,819,10,DBMS,science and numerics
2110,820,0,Data Science,Data Analytics
2111,821,3,Data Science,Data Analytics
2112,822,9,Data Science,Research
2117,823,4,Cloud computing,Data Analytics
2118,824,7,Machine Learning,Data Analytics
2120,825,10,Data Science,Data Analytics
2122,826,10,Statistics,Data Analytics
2123,827,0,Data Science,Data Analytics
2125,828,4,Executive,Hadoop-Apache
2129,829,10,Data Science,Management
2130,830,3,Data Science,Data Analytics
2132,831,2,Machine Learning,Data Analytics
2138,832,10,Machine Learning,management
2139,833,1,Data Science,Data Analytics
2141,834,0,Research,Data Analytics
2143,835,0,Machine Learning,Data engineer
2144,836,1,Data Science,Data Analytics
2146,837,2,Research,Management
2147,838,4,Data Science,Data engineer
2148,839,0,Data Science,Artificial Intelligence
2149,840,4,Engineer,Deep Learning
2151,841,4,Data Science,Research
2153,842,10,Data Science,Data Analytics
2154,843,9,Executive,Data Analytics
2155,844,6,Data Science,Data Science
2157,845,3,Data Science,Data engineer
2158,846,3,Data Science,Data Analytics
2159,847,5,Machine Learning,Data Analytics
2160,848,7,Data Science,Data Analytics
2163,849,10,Data Science,Data Analytics
2166,850,9,Data Science,Data Analytics
2169,851,10,Data Science,Data Analytics
2170,852,2,Executive,Data Analytics
2171,853,3,Data Science,Data Analytics
2173,854,0,Data Science,Hadoop-Apache
2174,855,1,Data Science,science and numerics
2175,856,9,Data Science,Data Analytics
2176,857,2,Data Science,Data Analytics
2181,858,2,Data Science,Data Analytics
2184,859,4,Data Science,Data Analytics
2187,860,2,Data Science,Data engineer
2190,861,7,Data Science,science and numerics
2192,862,3,Data Science,Data Analytics
2193,863,6,Data engineer,Data Analytics
2194,864,5,Finance,Data Analytics
2196,865,3,Cloud computing,Management
2202,866,10,Machine Learning,Data Analytics
2204,867,2,DBMS,Data Analytics
2206,868,0,Data Science,Data Analytics
2207,869,8,Research,Management
2208,870,2,Research,Data Analytics
2209,871,7,Data Science,Artificial Intelligence
2210,872,4,Research,Data Analytics
2214,873,7,Machine Learning,Data Analytics
2215,874,4,Machine Learning,Hadoop-Apache
2216,875,10,Data Science,Data Analytics
2217,876,6,Artificial intelligence,Research
2218,877,9,Product Management,Data Analytics
2220,878,5,Statistics,Data Analytics
2221,879,3,Data Science,Data Analytics
2222,880,3,Data engineer,Data Analytics
2227,881,5,Engineer,Deep Learning
2229,882,1,Data Science,Data Analytics
2238,883,4,Executive,Data Analytics
2242,884,2,Data Science,Data Science
2245,885,2,DBMS,Data Analytics
2246,886,5,Statistics,Data Analytics
2252,887,5,DBMS,Data Analytics
2253,888,6,Data Science,Data Analytics
2261,889,10,Data Science,Data Analytics
2267,890,4,Executive,Data Analytics
2270,891,5,Research,Data Analytics
2272,892,10,Statistics,Data Analytics
2276,893,0,Data Science,Data Analytics
2278,894,7,Executive,Data Analytics
2279,895,4,DBMS,Data Analytics
2281,896,8,Data Science,Data Analytics
2288,897,7,DBMS,Data Analytics
2290,898,0,Data Science,Data Analytics
2292,899,0,Data Science,Data Analytics
2298,900,6,Data Science,Management
2299,901,3,Data Science,Data Analytics
2308,902,8,Data Science,Data Analytics
2312,903,4,Data Science,Data Analytics
2313,904,0,Machine Learning,Data Analytics
2314,905,3,Management,Data Analytics
2316,906,10,Data Science,Data Analytics
2319,907,7,Machine Learning,Data engineer
2331,908,5,Data Science,Data Analytics
2337,909,7,Data Science,Software Development
2339,910,4,Data Science,Data Analytics
2340,911,3,Data Science,Artificial Intelligence
2341,912,10,PowerBI,Data Analytics
2343,913,1,Machine Learning,Data Analytics
2350,914,9,Data Science,Data Analytics
2354,915,10,Finance,Data Analytics
2355,916,4,Engineer,Data Science
2364,917,10,Data engineer,Hadoop-Apache
2372,918,5,Data Science,Data Analytics
2376,919,0,Data Science,Data Analytics
2377,920,4,Data Science,Data Analytics
2378,921,10,Data Science,Artificial Intelligence
2379,922,1,Statistics,Artificial Intelligence
2382,923,3,Data Science,Management
2384,924,5,Data Science,Data Analytics
2387,925,5,Machine Learning,Hadoop-Apache
2388,926,1,Data Science,Data Analytics
2389,927,3,Data Science,Data Analytics
2393,928,1,Data Science,Data Analytics
2394,929,3,Executive,Data Analytics
2395,930,3,Data Science,Data Analytics
2404,931,2,Data Science,Data Analytics
2405,932,10,Data Science,Data Analytics
2406,933,1,Data Science,Data Analytics
2410,934,0,Data Science,Data Analytics
2413,935,2,Executive,Deep Learning
2416,936,0,Executive,Data Analytics
2422,937,5,Data Science,Data Analytics
2425,938,8,DBMS,Artificial Intelligence
2426,939,0,Data Science,Data Analytics
2427,940,8,Data Science,science and numerics
2428,941,7,Cloud computing,Data Science
2430,942,10,Management,Data Analytics
2439,943,5,Data Science,Infrastructure
2441,944,2,Data Science,Data Analytics
2445,945,6,PowerBI,Research
2446,946,1,Data Science,Deep Learning
2448,947,4,Engineer,Artificial Intelligence
2449,948,0,Data Science,Management
2451,949,0,Statistics,Data Analytics
2452,950,10,Machine Learning,Data Analytics
2454,951,2,Statistics,science and numerics
2456,952,2,Data Science,Data Analytics
2458,953,0,Engineer,Data Analytics
2459,954,0,Statistics,Data Analytics
2463,955,4,Data Science,Management
2467,956,3,Data Science,Data Analytics
2468,957,6,Machine Learning,Hadoop-Apache
2470,958,9,Data Science,Data Analytics
2472,959,5,Data Science,Engineer
2473,960,5,PowerBI,Data Analytics
2474,961,6,Statistics,Artificial Intelligence
2476,962,0,Computer Vision,Data Analytics
2479,963,7,Machine Learning,Data Analytics
2480,964,1,Machine Learning,Data Analytics
2482,965,7,Research,Data Analytics
2485,966,4,Data Science,Data Analytics
2487,967,6,Machine Learning,Data Analytics
2491,968,10,Management,Data Analytics
2493,969,0,Data Science,Data Analytics
2494,970,9,Data Science,Data Analytics
2498,971,6,Statistics,Data Analytics
2499,972,0,Data Science,science and numerics
2500,973,8,Data Science,Artificial Intelligence
2501,974,1,Data Science,Data Science
2507,975,0,Finance,Data Science
2509,976,9,Data Science,Management
2512,977,10,Product Management,Data Analytics
2513,978,9,Data Science,Data Analytics
2515,979,7,Data Science,Data Analytics
2516,980,1,Data Science,Data Analytics
2517,981,2,Data Science,Data Analytics
2518,982,1,Research,Data engineer
2519,983,7,Data Science,Data Analytics
2525,984,1,Machine Learning,Data Analytics
2526,985,0,Data Science,Data Analytics
2527,986,1,Data Science,Data Analytics
2530,987,1,Data Science,Data Analytics
2533,988,3,Data Science,Data Analytics
2534,989,0,Data Science,Data Analytics
2536,990,6,Data Science,Management
2537,991,7,PowerBI,Data Analytics
2539,992,10,Management,Data Analytics
2540,993,0,Data Science,Data Analytics
2544,994,4,Data Science,Data Analytics
2546,995,5,Executive,Artificial Intelligence
2548,996,8,Data Science,science and numerics
2549,997,7,Data Science,Data Analytics
2550,998,5,Statistics,Data Analytics
2551,999,8,Statistics,Data Analytics
2552,1000,7,Statistics,Data Analytics
2554,1001,0,Management,Data Analytics
2556,1002,5,Data Science,Data Analytics
2557,1003,3,Data Science,Research
2560,1004,1,Data Science,Data Analytics
2564,1005,10,Data Science,science and numerics
2565,1006,1,Data Science,Data Analytics
2568,1007,10,Machine Learning,Management
2570,1008,1,Data Science,Data Analytics
2571,1009,5,Data Science,Data Analytics
2572,1010,0,Finance,Data Science
2573,1011,6,Data Science,Data Analytics
2574,1012,6,Research,Data Analytics
2576,1013,9,Data Science,Data Analytics
2578,1014,8,Executive,Data Analytics
2579,1015,6,Executive,Data Analytics
2581,1016,5,Cloud computing,Data Analytics
2582,1017,1,Data Science,Research
2588,1018,4,Machine Learning,Data Analytics
2589,1019,4,Data Science,Management
2592,1020,0,DBMS,Data Analytics
2593,1021,9,Finance,Data Analytics
2594,1022,9,Statistics,Data Analytics
2596,1023,10,Engineer,Data Analytics
2599,1024,1,Executive,Data Analytics
2605,1025,10,Data Science,Data Analytics
2607,1026,7,Data Science,Data Analytics
2608,1027,5,Statistics,Data Analytics
2609,1028,10,Data Science,Data Analytics
2610,1029,5,Research,Management
2611,1030,3,Data Science,Data Analytics
2612,1031,4,Data Science,Data Analytics
2614,1032,8,Machine Learning,Artificial Intelligence
2626,1033,5,DBMS,Hadoop-Apache
2631,1034,6,Machine Learning,Data Science
2632,1035,10,Data Science,Artificial Intelligence
2633,1036,8,Research,Hadoop-Apache
2635,1037,5,Machine Learning,Data Science
2636,1038,3,Data Science,management
2640,1039,4,Data Science,Artificial Intelligence
2641,1040,10,Data Science,Hadoop-Apache
2642,1041,7,Data Science,Artificial Intelligence
2644,1042,9,Data Science,Artificial Intelligence
2645,1043,7,Data Science,Data Analytics
2646,1044,2,Machine Learning,Data Analytics
2648,1045,1,Machine Learning,Data Analytics
2649,1046,4,Data Science,Data Analytics
2651,1047,6,Statistics,Data Analytics
2653,1048,5,Executive,Data Analytics
2654,1049,8,Data Science,Data Analytics
2658,1050,8,PowerBI,Artificial Intelligence
2659,1051,9,Executive,science and numerics
2664,1052,5,Data Science,Data Analytics
2665,1053,0,Data Science,Data Analytics
2667,1054,10,Data Science,Data Analytics
2670,1055,2,Data Science,Data Analytics
2671,1056,1,Finance,Data Analytics
2682,1057,4,Data engineer,Data Analytics
2683,1058,9,Data Science,Data Analytics
2686,1059,8,Research,Management
2689,1060,2,Data Science,Management
2691,1061,3,Data Science,Data Analytics
2692,1062,8,Data Science,Data Analytics
2693,1063,7,Data Science,Data Analytics
2694,1064,8,Data Science,Data Analytics
2698,1065,1,Computer Vision,Data Analytics
2702,1066,0,Data Science,Engineer
2708,1067,1,Management,Data Analytics
2709,1068,9,Data Science,Data Analytics
2710,1069,4,DBMS,Data Analytics
2711,1070,7,Data Science,Data Analytics
2714,1071,1,Data Science,Management
2716,1072,8,Cloud computing,Data Analytics
2717,1073,8,Statistics,Data Analytics
2719,1074,5,Data Science,Data Analytics
2722,1075,1,Statistics,Artificial Intelligence
2723,1076,8,Data Science,Data Analytics
2724,1077,6,Machine Learning,Data Analytics
2730,1078,3,Data Science,Data Analytics
2735,1079,6,Research,Data Analytics
2737,1080,9,Applied Science,Data Analytics
2738,1081,8,Data Science,Data Analytics
2739,1082,2,Research,Data Analytics
2742,1083,7,Statistics,Data Analytics
2743,1084,0,Artificial intelligence,Data Analytics
2744,1085,9,Machine Learning,Data Analytics
2746,1086,3,Computer Vision,Data Analytics
2751,1087,10,Data Science,Data Analytics
2754,1088,10,Data Science,Management
2755,1089,2,Data Science,Data Analytics
2756,1090,8,Cloud computing,Data Analytics
2765,1091,10,Data Science,Data Science
2766,1092,8,Data Science,Data Analytics
2767,1093,5,Executive,Data Analytics
2772,1094,1,Data Science,Management
2774,1095,2,Computer Vision,Data Analytics
2777,1096,9,Data Science,Data Analytics
2779,1097,2,Data Science,Data Analytics
2780,1098,10,Statistics,Management
2782,1099,7,Data Science,Data Analytics
2783,1100,10,Data Science,Data Analytics
2787,1101,4,Data Science,Artificial Intelligence
2788,1102,1,Computer Vision,Data Analytics
2790,1103,9,Machine Learning,Management
2791,1104,10,Data Science,Data Analytics
2794,1105,2,Statistics,Infrastructure
2796,1106,10,Data Science,Data Analytics
2798,1107,8,Statistics,Research
2802,1108,2,Data Science,Data Analytics
2804,1109,10,Data Science,science and numerics
2809,1110,0,Management,Artificial Intelligence
2812,1111,3,Data Science,Data Analytics
2813,1112,7,Data Science,Data Analytics
2814,1113,2,Data Science,science and numerics
2817,1114,9,Data Science,Data Analytics
2820,1115,2,Machine Learning,Data Science
2821,1116,4,Machine Learning,Data Analytics
2822,1117,7,Data Science,Data Analytics
2825,1118,9,Machine Learning,Artificial Intelligence
2826,1119,6,Data Science,science and numerics
2830,1120,1,PowerBI,Infrastructure
2832,1121,4,Machine Learning,Data Analytics
2845,1122,7,Data Science,Data Analytics
2847,1123,1,Data Science,Hadoop-Apache
2850,1124,0,Data Science,Deep Learning
2865,1125,6,Data Science,Data Analytics
2867,1126,2,Computer Vision,Data Analytics
2868,1127,0,DBMS,Data Analytics
2871,1128,0,Research,science and numerics
2873,1129,1,Data Science,Data Analytics
